,entity
652,"KOVAC, Tomislav"
653,"KUJUNDZIC, Predrag"
654,"MARIJANOVIC, Milovan"
655,"SARAC, Ivan"
656,"SHAQIRI, Xhezair"
657,"THACI, Menduh"
658,"2904977 CANADA, INC."
659,CORPORACION CIMEX S.A.
660,CUBANACAN GROUP
661,CUBANACAN INTERNATIONAL B.V
662,CUBANACAN U.K. LIMITED
663,HAVANATUR S.A.
664,HAVANATUR BAHAMAS LTD.
665,HAVANATUR CHILE S.A.
666,LA COMPANIA TIENDAS UNIVERSO S.A.
667,FUNDACION PARA LA PAZ DE CORDOBA
668,"ARROYAVE RUIZ, Elkin Alberto"
669,"ATENCIA PITALUA, Rafael Dario"
670,"BLANCO PUERTA, Edgar Fernando"
671,"BUITRAGO PARADA, Hector German"
672,"CASTANO GIL, Carlos"
673,"CASTANO GIL, Jose Vicente"
674,"CASTELLANOS GARZON, Henry"
675,"CIFUENTES GALINDO, Luis Eduardo"
676,"DUQUE GAVIRIA, Ivan Roberto"
677,"GIRALDO SERNA, Hernan"
678,"GOMEZ ALVAREZ, Sor Teresa"
679,"ISAZA ARANGO, Ramon Maria"
680,"MANCUSO GOMEZ, Salvatore"
681,"MARIN ARANGO, Luciano"
682,"MURILLO BEJARANO, Diego Fernando"
683,"AL-ZINDANI, Shaykh Abd-al-Majid"
684,"ABD AL-GHAFAR, Sundus"
685,"AL-DURI, Jawhar Majid"
686,"AL-RABI'I, Nidal"
687,"AL-TIKRITI, Ali Barzan Ibrahim Hasan"
688,"AL-TIKRITI, Ali Saddam Hussein"
689,"AL-TIKRITI, Hala Saddam Hussein"
690,"AL-TIKRITI, Khawla Barzan Ibrahim Hasan"
691,"AL-TIKRITI, Mohammad Barzan Ibrahim Hasan"
692,"AL-TIKRITI, Noor Barzan Ibrahim Hasan"
693,"AL-TIKRITI, Raghad Saddam Hussein"
694,"AL-TIKRITI, Rana Saddam Hussein"
695,"AL-TIKRITI, Saja Barzan Ibrahim Hasan"
696,"AL-TIKRITI, Thoraya Barzan Ibrahim Hasan"
697,"AL-UBAYDI, Intissar"
698,"SHAHBANDAR, Samira"
699,"TILFAH, Sajida Khayrallah"
700,HOLA SUN HOLIDAYS LIMITED
701,"DERAMCHI, Othman"
702,"BENDEBKA, L'Hadi"
703,"AHMED NACER, Yacine"
704,"KIFANE, Abderrahmane"
705,"EL HEIT, Ali"
706,"HADDAD, Fethi Ben Assen Ben Salem"
707,"ABBES, Moustafa"
708,"ABBES, Youcef"
709,AL WASEL AND BABEL GENERAL TRADING LLC
710,"AL-BASHAIR TRADING COMPANY, LTD"
711,AL-HUDA STATE COMPANY FOR RELIGIOUS TOURISM
712,AVIATRANS ANSTALT
713,LOGARCHEO S.A.
714,"AHMED, Adnan S. Hasan"
715,"AL OBAIDI, Tarik Nasser S."
716,"AL-QUBAYSI, Munir"
717,"BAHNAM, Hikmat Jarjes"
718,"ALLANE, Hacene"
719,"DJERMANE, Kamel"
720,"EL-AICH, Dhou"
721,"ZERFAOUI, Ahmad"
722,AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION : BOSNIA BRANCH
723,TAIBAH INTERNATIONAL : BOSNIA BRANCH
724,AL FURQAN
725,"BURHAN, Dr. Sahir"
726,"HAMUDAT, General Maki Mustafa"
727,"SHABAN, Adib"
728,"SLEWA, Roodi"
729,"ARELLANO FELIX, Eduardo Ramon"
730,"ARELLANO FELIX, Francisco Javier"
731,ARELLANO FELIX ORGANIZATION
732,JUAREZ CARTEL
733,"NEMBHARD, Norris"
734,"NOORZAI, Haji Bashir"
735,"RAMCHARAN, Leebert"
736,"ZEVALLOS GONZALES, Fernando Melciades"
737,AERO CONTINENTE S.A
738,AVIANDINA S.A.C.
739,IAC INTERNATIONAL INC.
740,"MEJIA MAGNANI, John Yvan"
741,"SISTEMA DE DISTRIBUCION MUNDIAL, S.A.C."
742,"ZEVALLOS GONZALES, Lupe Maritza"
743,"ZEVALLOS GONZALES, Milagros Angelina"
744,"ZEVALLOS GONZALES, Winston Ricardo"
745,AERO CONTINENTE (USA) INC.
746,CARGO AIRCRAFT LEASING CORP.
747,"INTERNATIONAL PACIFIC TRADING, INC."
748,AL-HARAMAIN : AFGHANISTAN BRANCH
749,AL-HARAMAIN : ALBANIA BRANCH
750,AL-HARAMAIN : BANGLADESH BRANCH
751,AL-HARAMAIN : ETHIOPIA BRANCH
752,AL-HARAMAIN : THE NETHERLANDS BRANCH
753,"AL-AQIL, Aqeel Abdulaziz Aqeeil"
754,"AL-TURKI, Hassan Abdullah Hersi"
755,"BARAKAT, Assad Ahmad"
756,CASA APOLLO
757,BARAKAT IMPORT EXPORT LTDA
758,"DARRAJI, Kamel"
759,"JAMMALI, Imed Ben Bechir Ben Hamda"
760,"LOUBIRI, Habib Ben Ahmed"
761,"TRABELSI, Chabaane Ben Mohamed"
762,"KRUNIC, Savo"
763,"PEJCIC, Mile"
764,"PETRIC, Zoran"
765,"BOUT, Viktor Anatolijevitch"
766,"RUPRAH, Sanjivan Singh"
767,A.W.A. ENGINEERING LIMITED
768,"ABBAS, Abdul Hussein"
769,ADMINCHECK LIMITED
770,"ADVANCED ELECTRONICS DEVELOPMENT, LTD"
771,"AHMAD, Rasem"
772,"AHMAD, Wallid Issa"
773,"AL-AMIRI, Adnan Talib Hassim"
774,AL-ARABI TRADING COMPANY LIMITED
775,"AL-ATRUSH, Abd al-Wahhab Umar Mirza"
776,"AL-AZAWI, Dafir"
777,"AL-BAZZAZ, Hikmet Abdallah"
778,"AL-DAJANI, Leila N.S."
779,"AL-DAJANI, Nadim S."
780,"AL-DAJANI, Sa'ad"
781,"AL-HAMMADI, Hamid Yusif"
782,"AL-HUWAYSH, Isam Rashid"
783,"AL-JABBURI, Sadi Tuma Abbas"
784,"AL-KHODAIR, Ahmad Hussein"
785,"AL-MAJID, Hussein Kamel Hassan"
786,"AL-MALIKI, Shabib Lazem"
787,"AL-QASIR, Nazar Jumah Ali"
788,"AL-RIDA, Karim Hasan"
789,"AL-RUBA, Dr. Khadim"
790,"AL-SAHHAF, Muhammad Said Kazim"
791,"AL-ZIBARI, Arshad Muhammad Ahmad Muhammad"
792,"ALAWI, Abdel-Salam Abdel-Rahman"
793,"ALWAN, Allaidin Hussain"
794,AMD CO. LTD AGENCY
795,ARAB PETROLEUM ENGINEERING COMPANY LTD
796,ARAB PROJECTS COMPANY S.A. LTD.
797,ARCHI CENTRE I.C.E. LIMITED
798,ARCHICONSULT LIMITED
799,ASSOCIATED ENGINEERS
800,"ATIA, Hachim K."
801,"ATIA, Hachim K."
802,"ATIA, Hachim K."
803,ATLAS AIR CONDITIONING COMPANY LIMITED
804,ATLAS EQUIPMENT COMPANY LIMITED
805,BAROON SHIPPING COMPANY LIMITED
806,"DAGHIR, Ali Ashour"
807,DURAND PROPERTIES LIMITED
808,ENDSHIRE EXPORT MARKETING
809,FALCON SYSTEMS
810,"FARAJ, Samal Majid"
811,FARTRADE HOLDINGS S.A.
812,"FATTAH, Jum'a Abdul"
813,H & H METALFORM GMBH
814,"HABIB, Mohammed Turki"
815,HELFORD DIRECTORS LIMITED
816,I.P.C. INTERNATIONAL LIMITED
817,I.P.C. MARKETING LIMITED
818,"INVESTACAST PRECISION CASTINGS, LTD."
819,IRAQI ALLIED SERVICES LIMITED
820,IRAQI FREIGHT SERVICES LIMITED
821,IRAQI TRADE CENTER
822,JARACO S.A.
823,"JASIM, Latif Nusayyif"
824,"JON, Hana Paul"
825,"JUME'AN, George"
826,"KARAGHULLY, Labeed A."
827,KEENCLOUD LIMITED
828,"KHALIL, Dr. Ahmad Murtada Ahmad"
829,"MALIK, Assim Mohammed Rafiq Abdul"
830,MEED INTERNATIONAL LIMITED
831,"MOHAMED, Abdul Kader Ibrahim"
832,"MUBARAK, Umid Medhat"
833,"NAMAN, Saalim"
834,"OMRAN, Karim Dhaidas"
835,ORIENT SHIPPING LIMITED
836,PANDORA SHIPPING CO. S.A.
837,PETRA NAVIGATION & INTERNATIONAL TRADING CO. LTD.
838,RAJBROOK LIMITED
839,"REYNOLDS AND WILSON, LTD."
840,"RZOOKI, Hanna"
841,"SALIH, Abd al-Munim Ahmad"
842,T N K FABRICS LIMITED
843,T.E.G. LIMITED
844,T.M.G. ENGINEERING LIMITED
845,"TALL, Aktham"
846,TARIQ ABU SHANAB EST. FOR TRADE & COMMERCE
847,TECHNOLOGY AND DEVELOPMENT GROUP LTD
848,"TIGRIS TRADING, INC."
849,TRADING & MARITIME INVESTMENTS
850,U.I. INTERNATIONAL
851,"ZAHRAN, Yousuf"
852,"ZAINAL, Akram"
853,WHALE SHIPPING LTD.
854,A.T.E. INTERNATIONAL LTD.
855,"KUNFUTH, Abbas Khalaf"
856,"AL-TAMIMI, Muhannad Juma Y"
857,BLOTO INTERNATIONAL COMPANY
858,MELFI MARINE CORPORATION S.A.
859,"AL-BUTHE, Soliman"
860,AL-HARAMAIN FOUNDATION : COMOROS ISLANDS
861,ISLAMIC AFRICAN RELIEF AGENCY
862,"SULAIMAN, Mohammed Ibrahim"
863,"MAKKI, Jaffar Ahmad Abdullah"
864,"ABBAKAR MUHAMAD, Abdul Aziz"
865,"AL-SUDANI, Khalid Ahmad Jumah"
866,"BUISIR, Ibrahim"
867,"PUERTA PARRA, Gabriel"
868,"HERNANDEZ ZEA, Luis Antonio"
869,ACCIRENT S.A.
870,AEROCOMERCIAL ALAS DE COLOMBIA LTDA.
871,AEROVIAS ATLANTICO LTDA.
872,ASOCIACION TURISTICA INTERNACIONAL S.C.S.
873,CIA. CONSTRUCTORA Y COMERCIALIZADORA DEL SUR LTDA.
874,COMERCIALIZADORA ANDINA BRASILERA S.A.
875,DESARROLLOS AGROINDUSTRIALES S.A.
876,GREEN ISLAND S.A.
877,INDUSTRIAL MINERA Y PECUARIA S.A.
878,INTERCONTINENTAL DE FINANCIACION AEREA  S.A.
879,INVERSIONES Y COMERCIALIZADORA INCOM LTDA.
880,LA FRONTERA UNION GALVEZ Y CIA S EN C
881,LARGO LEASING LTD.
882,TRANS PACIFIC WORLD LEASING LIMITED
883,"VELEZ RENGIFO, Piedad"
884,"ARCE JARAMILLO, Melba Rosa"
885,ISLAMIC STATE OF IRAQ AND THE LEVANT
886,SERCUBA
887,"LABRA AVILES, Jesus Abraham"
888,"HIGUERA GUERRERO, Gilberto"
889,"PEREZ PASUENGO, Efrain"
890,"AURELIANO FELIX, Jorge"
891,"YANEZ GUERRERO, Rigoberto"
892,"MARTINEZ DUARTE, Armando"
893,"JANJALANI, Khadafi Abubakar"
894,"AL-FAQIH, Saad Rashed Mohammad"
895,"BATARJEE, Adel Abdul Jalil Ibrahim"
896,SERB DEMOCRATIC PARTY
897,ZDRAVO
898,KOMOTKO
899,"BRALO, Miroslav"
900,"DJORDJEVIC, Vlastimir"
901,"LAZAREVIC, Vladimir"
902,"LUKIC, Sreten"
903,MOVEMENT FOR ISLAMIC REFORM IN ARABIA
904,"AL-FADHLI, Muhsin"
905,RAMCHARAN LTD
906,RAMCHARAN BROTHERS LTD
907,CARIBBEAN SHOWPLACE LTD
908,CARIBBEAN BEACH PARK
909,"MOHAMMAD, Haji Baz"
910,"SHALISH, Zuhayr"
911,"SHALISH, Asif"
912,SES INTERNATIONAL CORP
913,"AHMAD, Muhammad Yunis"
914,"AL-HIYARI, Bilal Mansur"
915,"RUSDAN, Abu"
916,"SUMARSONO, Aris"
917,"AL-TIKRITI, Yasir Sabawi Ibrahim Hasan"
918,"AL-TIKRITI, Omar Sabawi Ibrahim Hasan"
919,"AL-TIKRITI, Ayman Sabawi Ibrahim Hasan"
920,"AL-TIKRITI, Ibrahim Sabawi Ibrahim Hasan"
921,ELEHSSAN
922,ISLAMIC JIHAD GROUP
923,"CORONEL VILLAREAL, Ignacio"
924,ARRIOLA MARQUEZ ORGANIZATION
925,"ARRIOLA MARQUEZ, Miguel Angel"
926,"ARRIOLA MARQUEZ, Oscar Arturo"
927,"WONG, Moon Chi"
928,"GAXIOLA MEDINA, Rigoberto"
929,"GHAZALI, Rustum"
930,"KANAAN, Ghazi"
931,"DIODATO DEL GALLO, Marco Marino"
932,KOREA MINING DEVELOPMENT TRADING CORPORATION
933,TANCHON COMMERCIAL BANK
934,KOREA RYONBONG GENERAL CORPORATION
935,AEROSPACE INDUSTRIES ORGANIZATION
936,SHAHID HEMMAT INDUSTRIAL GROUP
937,SHAHID BAKERI INDUSTRIAL GROUP
938,SCIENTIFIC STUDIES AND RESEARCH CENTER
939,"AL-TIKRITI, Bashar Sabawi Ibrahim Hasan"
940,"AL-TIKRITI, Sa'd Sabawi Ibrahim Hasan"
941,"EL BOUHALI, Ahmed"
942,"BOUGHANEMI, Faycal"
943,"LAAGOUB, Abdelkader"
944,"SERVICIOS ADMINISTRATIVOS Y DE ORGANIZACION, S.C."
945,"KONTROLES ELECTRONICOS DE BAJA CALIFORNIA, S.A. DE C.V."
946,"COMERCIALIZADORA AMIA, S.A. DE C.V."
947,"MELGOZA TORRES, Martin"
948,"ALTAMIRANO LOPEZ, Hector"
949,"SOTO GIL, Yolanda Esthela"
950,"MARTINEZ CASAS, Carlos Mario"
951,"TAPIA ORTEGA, Abigail"
952,"LOPEZ POBLANO, Beatriz Raquel"
953,"CARRERA YLLADES, Marisela"
954,"PEREZ CASTANO, Mario Alberto"
955,"HERNANDEZ MORENO, Arturo"
956,"ARRIOLA MARQUEZ, Edgar Fernando"
957,"ARRIOLA MARQUEZ, Luis Raul"
958,INDIO VITORIO S. DE P.R. DE R.L. DE C.V.
959,CHIHUAHUA FOODS S.A. DE C.V.
960,CORRALES SAN IGNACIO S.P.R. DE R.L. DE C.V.
961,CAMBIOS PALMILLA S.A. DE C.V.
962,GASOLINERAS SAN FERNANDO S.A. DE C.V.
963,INMOBILIARIA EL PRESON S.A. DE C.V.
964,INMOBILIARIA EL ESCORPION DEL NORTE S.A. DE C.V.
965,DEL NORTES CARNES FINAS SAN IGNACIO S.A. DE C.V.
966,AUTO EXPRESS DORADOS S.A. DE C.V.
967,"LICON MUNOZ, Jorge Arturo"
968,"CARRASCO MIRANDA, Willebaldo"
969,"ARREOLA GOMEZ, Guadalupe Armando"
970,"ARRIOLA LUNA, Paola"
971,"SHAWKAT, Assef"
972,"MATANGA, Tandabantu Godwin"
973,"SALEH, Dr. Abdul Latif"
974,"AL-SIBA'I, Hani Muhammad Yusuf"
975,"AHMAD, Zaki Izzat Zaki"
976,"ABD AL-RAHMAN, Abdullah Muhammad Rajab"
977,"AL-ISLAMBULI, Muhammad Ahmad Shawqi"
978,"MUSTAFA BAKRI, Ali Sa'd Muhammad"
979,HESONG TRADING CORPORATION
980,TOSONG TECHNOLOGY TRADING CORPORATION
981,KOREA COMPLEX EQUIPMENT IMPORT CORPORATION
982,KOREA KWANGSONG TRADING CORPORATION
983,KOREA PUGANG TRADING CORPORATION
984,KOREA RYONGWANG TRADING CORPORATION
985,KOREA INTERNATIONAL CHEMICAL JOINT VENTURE COMPANY
986,KOREA RYONHA MACHINERY JOINT VENTURE CORPORATION
987,"UDOMDET, Ronnayut"
988,"CHARIAPAPORN, Hiran"
989,"JUNTARAPRAPORN, Aping"
990,"PHUANGPHET, Suwit"
991,"JANPRAPAPORN, Arin"
992,"KRADUMPORN, Somboon"
993,"KRADUMPORN, Varee"
994,"CHAIWORASIN, Wimonsi"
995,"CHAIWORASIN, Wilai"
996,"PICHAYOS, Winai"
997,"CHAIJAMROONPHAN, Warin"
998,NICE FANTASY GARMENT COMPANY LTD.
999,V.R. FRUIT COMPANY
1000,SIAM NICE COMPANY LTD.
1001,SCORE COMMERCIAL COMPANY LTD.
1002,RUNGRIN COMPANY LTD.
1003,RATTANA VICHAI COMPANY LTD.
1004,PROGRESS SURAWEE COMPANY LTD.
1005,PLUS TECH AUTO SUPPLY COMPANY LTD.
1006,PLOYDAENG JEWELRY SHOP
1007,MAESAI K.D.P. COMPANY LTD.
1008,KRADUMPORN IMPORT EXPORT COMPANY LTD.
1009,HATKAEW COMPANY LTD.
1010,GREEN CAR RENT LIMITED PARTNERSHIP
1011,BANGKOK SILK FLOWER COMPANY LTD.
1012,BANGKOK ARTI-FLORA DESIGN LIMITED PARTNERSHIP
1013,A-TEAM CHEMICALS COMPANY LTD.
1014,"QUINTERO SANCLEMENTE, Ramon Alberto"
1015,AGROPECUARIA PALMA DEL RIO S.A.
1016,"SALI JR., Jainal Antel"
1017,"SAHIRON, Radulan"
1018,"HAPILON, Isnilon Totoni"
1019,"RASHID, Ata Abdoulaziz"
1020,"HUSSEIN, Mazen Ali"
1021,"AHMAD, Farhad Kanabi"
1022,"YOUSEF, Rafik Mohamad"
1023,"IZZAT, Dieman Abdulkadir"
1024,"KHALIL, Ibrahim Mohamed"
1025,"AL-FAQIH, Abd al-Rahman"
1026,"ABD'RABBAH, Ghuma"
1027,"KHALED, Abdulbaqi Mohammed"
1028,"NASUF, Tahir"
1029,"BENHAMMEDI, Mohammed"
1030,SARA PROPERTIES LIMITED
1031,MEADOWBROOK INVESTMENTS LIMITED
1032,OZLAM PROPERTIES LIMITED
1033,SANABEL RELIEF AGENCY LIMITED
1034,"HILAL, Musa"
1035,AL MANAR TV
1036,LEBANESE MEDIA GROUP
1037,AL NOUR RADIO
1038,"BADRI, Gabril Abdul Kareem"
1039,"BA'ASYIR, Abu Bakar"
1040,"GUNAWAN, Gun Gun Rusman"
1041,"RIFKI, Taufik"
1042,"ANSHORI, Abdullah"
1043,KOHAS AG
1044,"STEIGER, Jakob"
1045,"EL HASSAN, Gaffar Mohmed"
1046,"SHANT, Adam Yacub"
1047,"ZAHHAR, Mahmoud Khaled"
1048,"HAMMAD, Fathi Ahmad Mohammad"
1049,"LIMMT ECONOMIC AND TRADE COMPANY, LTD."
1050,"BEIJING ALITE TECHNOLOGIES CO., LTD."
1051,CHINA NATIONAL PRECISION MACHINERY IMPORT/EXPORT CORPORATION
1052,"NAWAY, Haji Ali"
1053,AMEZCUA CONTRERAS ORGANIZATION
1054,"JAMIL GEORGES, Fahd"
1055,"IBRAHIM, Dawood"
1056,DAWOOD IBRAHIM ORGANIZATION
1057,"LUKASHENKA, Alyaksandr Ryhorovich"
1058,"HALAVANAU, Viktar Hryhoryavich"
1059,"ZIMOUSKY, Aliaksandr Leanidavich"
1060,SANAM INDUSTRIAL GROUP
1061,YA MAHDI INDUSTRIES GROUP
1062,"SUKHARENKA, Stiapan Mikalayevich"
1063,"PAULICHENKA, Dzmitry Valeryevich"
1064,"SHEIMAN, Viktar Uladzimiravich"
1065,"YARMOSHINA, Lidziya Mihaulauna"
1066,"PIATKEVICH, Natallia Uladzimirauna"
1067,"LUKASHENKA, Viktar Aliaksandravich"
1068,"NAUMAU, Uladzimir Uladzimiravich"
1069,"AL-MUJIL, Abd Al Hamid Sulaiman Muhammed"
1070,"'ABD AL-RAZZIQ, Abu Sufian al-Salamabi Muhammed Ahmed"
1071,NETHERLANDS CARIBBEAN BANK N.V.
1072,"IKHTIYAR, Hisham"
1073,ISLAMIC RESISTANCE SUPPORT ORGANIZATION
1074,YOUSSER COMPANY FOR FINANCE AND INVESTMENT
1075,BAYT AL-MAL
1076,"AL-SHAMI, Husayn"
1077,PLAYA MAR S.A. DE C.V.
1078,INMOBILIARIA ESPARTA S.A. DE C.V.
1079,INMOBILIARIA LA PROVINCIA S.A. DE C.V.
1080,INMOBILIARIA ESTADO 29 S.A. DE C.V.
1081,INMOBILIARIA TIJUANA COSTA S.A. DE C.V.
1082,"HERNANDEZ SOMERO, Urbano"
1083,"URIBE URIBE, Miguel Angel"
1084,"JIMENEZ PEREZ, Jose Julian Bruno"
1085,"PELAYO MENDOZA, Franco Arturo"
1086,"HERNANDEZ ARBOLEDA, Sandra Milena"
1087,"GOMEZ BUSTAMANTE, Wilmer de Jesus"
1088,"GIRALDO FRANCO, Juan Carlos"
1089,"ROJAS FRANCO, Jaime"
1090,"CANO ALZATE, Yolanda Sofia"
1091,"GOMEZ OCAMPO, Davinson"
1092,"PATINO RESTREPO, Carlos Arturo"
1093,"GOMEZ BUSTAMANTE, Luis Alfonso"
1094,"RENDON RAMIREZ, Jose Aldemar"
1095,"CANO CORREA, Jhon Eidelber"
1096,INVERSIONES MACARNIC PATINO Y CIA S.C.S.
1097,COMERCIALIZADORA DE CAFE DEL OCCIDENTE CODECAFE LTDA.
1098,GOMEZ MARIN LTDA.
1099,GAVIOTAS LTDA.
1100,CANO AGUDELO S EN C
1101,"AHMAD, Najmuddin Faraj"
1102,"AL-ALI, Hamid"
1103,"AL-JALAMAH, Jaber"
1104,"AL-BATHALI, Mubarak Mushakhas Sanad"
1105,KOREA HYOKSIN TRADING CORPORATION
1106,"POPOV, Dimitri Igorevich"
1107,"MANDRO, Khawa Panga"
1108,"MPANO, Douglas"
1109,"NKUNDA, Laurent"
1110,"MURWANASHYAKA, Ignace"
1111,"BARAKAT, Hatim Ahmad"
1112,"BARAKAT, Hamzi Ahmad"
1113,"FAYAD, Sobhi Mahmoud"
1114,"FAYAD, Saleh Mahmoud"
1115,CASA HAMZE
1116,"ABDALLAH, Muhammad Yusif"
1117,"OMAIRI, Farouk"
1118,"TARABAIN CHAMAS, Mohamad"
1119,"BARAKAT, Mohammad Fayez"
1120,"KAZAN, Ali Muhammad"
1121,GALERIA PAGE
1122,JIHAD AL-BINA
1123,"AL GHABRA, Mohammed"
1124,CARGO FREIGHT INTERNATIONAL
1125,COMPAGNIE AERIENNE DES GRANDS LACS
1126,GREAT LAKES BUSINESS COMPANY
1127,"TAHA, Khalil Ibrahim Mohamed Achar Foudail"
1128,KALAYE ELECTRIC COMPANY
1129,HIGHER INSTITUTE OF APPLIED SCIENCE AND TECHNOLOGY
1130,ELECTRONICS INSTITUTE
1131,NATIONAL STANDARDS AND CALIBRATION LABORATORY
1132,"DOCKRAT, Farhad Ahmed"
1133,"DOCKRAT, Junaid Ismail"
1134,SNIPER AFRICA
1135,"MIKLASHEVICH, Petr Petrovich"
1136,"PODOBED, Yury Nikolaevich"
1137,"SLIZHEVSKY, Oleg Leonidovich"
1138,"RADKOV, Aleksandr Mikhailovich"
1139,"RUSAKEVICH, Vladimir Vasilyevich"
1140,"SIVAKOV, Yury"
1141,BUTEMBO AIRLINES
1142,CONGOCOM TRADING HOUSE
1143,MACHANGA LTD.
1144,UGANDA COMMERCIAL IMPEX
1145,"OZIA MAZIO, Dieudonne"
1146,DEFENSE INDUSTRIES ORGANIZATION
1147,"HARUN, Ahmad Muhammed"
1148,"AUF, Awad Ibn"
1149,CONSTRUCTORA AMERICA S.A.
1150,INVERSIONES Y REPRESENTACIONES S.A.
1151,"ALVAREZ DEL RIO, Fredy de Jesus"
1152,"LOGAN MOREY, Elvis Angus"
1153,"CASTRO PAEZ, Jhon Paul"
1154,"MUSONI, Straton"
1155,"AL-DIBISKI, Nur Al-Din"
1156,"AZIZAH, Sa'id Yusif Ali Abu"
1157,"AL-SAYYID, 'Ali Sulayman Mas'ud 'Abd"
1158,"TORRES FELIX, Javier"
1159,"ARAUJO LAVEAGA, Carmen Amelia"
1160,"BUENO GARCIA, Santos"
1161,"ZAMBADA NIEBLA, Modesta"
1162,"ZAMBADA NIEBLA, Monica del Rosario"
1163,"ZAMBADA NIEBLA, Midiam Patricia"
1164,"ZAMBADA NIEBLA, Maria Teresa"
1165,"NIEBLA CORDOZA, Rosario"
1166,ROSARIO NIEBLA CARDOZA A. EN P.
1167,ESTANCIA INFANTIL NINO FELIZ S.C.
1168,ESTABLO PUERTO RICO S.A. DE C.V.
1169,JAMARO CONSTRUCTORES S.A. DE C.V.
1170,NUEVA INDUSTRIA DE GANADEROS DE CULIACAN S.A. DE C.V.
1171,BANK SADERAT IRAN
1172,AZZA AIR TRANSPORT COMPANY LTD.
1173,FARAYAND TECHNIQUE
1174,"AL-DULAYMI, Hasan Hashim Khalaf"
1175,"AL-TIKRITI, Ahmed Watban Ibrahim Hasan"
1176,"AL-AHMAD, Ahmad Muhammad Yunis"
1177,"AL-AHMAD, Sa'ad Muhammad Yunis"
1178,"AL-AZAWI, Hatem Hamdan"
1179,"AL-DURI, Thabet"
1180,"AL-RAWI, Fawzi Mutlaq"
1181,"CAZAREZ SALAZAR, Victor Emilio"
1182,"PAREDES CORDOVA, Jorge Mario"
1183,"KHAN, Shahbaz"
1184,"ALIZAI, Haji Azizullah"
1185,"BARTH, Frederik Heinz"
1186,GULF CARTEL
1187,FAJR INDUSTRIES GROUP
1188,MIZAN MACHINE MANUFACTURING GROUP
1189,ISLAMIC REVOLUTIONARY GUARD CORPS
1190,MINISTRY OF DEFENSE AND ARMED FORCES LOGISTICS
1191,"SANTANILLA BOTACHE, Miguel"
1192,AL-SALAH SOCIETY
1193,"AL-KURD, Ahmad Harb"
1194,MARTYRS FOUNDATION
1195,MARTYRS FOUNDATION IN LEBANON
1196,PALESTINIAN MARTYRS FOUNDATION
1197,"GOODWILL CHARITABLE ORGANIZATION, INC."
1198,"ALIQ, Qasim"
1199,"AL-SHAMI, Ahmad"
1200,AL-QARD AL-HASSAN ASSOCIATION
1201,FATAH AL-ISLAM
1202,ISLAMIC REVOLUTIONARY GUARD CORPS (IRGC)-QODS FORCE
1203,"ZULUAGA LINDO, Francisco Javier"
1204,"VANOY MURILLO, Ramiro"
1205,SOCIEDAD SUPERDEPORTES LTDA.
1206,"AL-KHASHIBAN, Fahd Muhammad 'Abd Al-'Aziz"
1207,"SUGHAYR, Muhammad 'Abdallah Salih"
1208,"AL-TALHI, Abdul Rahim"
1209,"REZAIE, Morteza"
1210,"AHMADIAN, Ali Akbar"
1211,"SOLEIMANI, Qasem"
1212,"HEJAZI, Mohammad"
1213,"AL-SHEIBANI, Abu Mustafa"
1214,TAMILS REHABILITATION ORGANISATION
1215,KHATAM OL ANBIA GHARARGAH SAZANDEGI NOOH
1216,ORIENTAL OIL KISH
1217,GHORB KARBALA
1218,SEPASAD ENGINEERING COMPANY
1219,GHORB NOOH
1220,OMRAN SAHEL
1221,SAHEL CONSULTANT ENGINEERS
1222,HARA COMPANY
1223,GHARARGAHE SAZANDEGI GHAEM
1224,"HARDAN, Assaad Halim"
1225,"WAHHAB, Wi'am"
1226,"MAKHLUF, Hafiz"
1227,"KHAYRBIK, Muhammad Nasif"
1228,BELNEFTEKHIM
1229,"BELNEFTEKHIM USA, INC."
1230,"BAHMANYAR, Bahmanyar Morteza"
1231,"DASTJERDI, Ahmad Vahid"
1232,"ESMAELI, Reza-Gholi"
1233,"SALIMI, Hosein"
1234,"NOOR MUHAMMAD, Abdul Majeed"
1235,"KHAN, Sherbaz"
1236,"DUZCAN, Ceylan"
1237,"SCHNEIDER, Simon"
1238,"MICHIELSEN, Tom"
1239,"GHANI, Mohammad Nadeem"
1240,"LOAN, Waseem Rauf"
1241,"BEHZAD, Ahmad Abdulla Mohammad Abdulla"
1242,"AZAM, Amir"
1243,FMF GENERAL TRADING LLC
1244,AL AMLOOD TRADING LLC
1245,A A TRADING FZCO
1246,BELS FLOWERS IMPORT EXPORT BVBA
1247,OFFENBACH HAUSHALTWAREN B.V.
1248,KHAN & SCHIRINDEL GMBH
1249,SAF TECH S.L.
1250,DUBAI TRADING COMPANY
1251,ZULEKHA GENERAL TRADING LLC
1252,SHAHBAZ TV CENTER
1253,SHAHNAWAZ TRADERS
1254,SHER MATCH INDUSTRIES (PVT.) LIMITED
1255,SHAHBAZ KHAN GENERAL TRADING LLC
1256,"MALEKI, Naser"
1257,"DROUKDEL, Abdelmalek"
1258,"CAZARES SALAZAR, Blanca Margarita"
1259,"MEZA GASPAR, Arturo"
1260,"MEZA CAZARES, Arturo"
1261,"MEZA CAZARES, Lizbeth"
1262,"PEREZ VERDUZCO, Roberto"
1263,"BELTRAN ROMERO, Mireya Denisse"
